file,noise,fitness,precision,End-to-End,Total Forced Volume,AS-Resolved Volume,AS-Opaque Volume,Data Exposure,Data Exposure ST-only,Data Exposure ST+ST-in-PAR,Data Coverage ST-only,Data Coverage ST+ST-in-PAR,Data Coverage Total,SEQ share,XOR share,PAR share,LOOP share,AS-Resolved PAR-only
pdc2021_100101.xes,0.0,1.0,0.1376155429678565,0.00,35.20,0.00,35.20,86.40,100.00,98.79,9.35,61.31,100.00,0.22093023255813954,0.4418604651162791,0.12790697674418605,0.20930232558139536,0.00
pdc2021_100101.xes,0.2,0.9765901254845308,0.2764206626168627,0.00,0.00,0.00,0.00,93.75,98.18,98.50,11.18,53.80,99.61,0.3013698630136986,0.3698630136986301,0.0958904109589041,0.2328767123287671,0.00
pdc2021_100101.xes,0.4,0.9332855970020828,0.3384087626384208,0.00,0.00,0.00,0.00,93.03,98.18,98.53,11.37,63.67,100.00,0.30434782608695654,0.3333333333333333,0.10144927536231885,0.2608695652173913,0.00
pdc2021_100101.xes,0.6,0.850751162739112,0.8260568260568261,0.00,0.00,0.00,0.00,93.49,82.91,89.17,22.07,54.08,97.12,0.3484848484848485,0.30303030303030304,0.09090909090909091,0.25757575757575757,0.00
pdc2021_100101.xes,0.8,0.848119249541914,0.818368745716244,0.00,0.00,0.00,0.00,90.86,91.80,95.04,25.87,78.93,96.09,0.28125,0.265625,0.140625,0.3125,0.00
pdc2021_100101.xes,1.0,0.7641907779811173,0.3785509096712416,0.00,0.00,0.00,0.00,100.00,100.00,100.00,33.38,42.06,100.00,0.25,0.45,0.05,0.25,0.00
pdc2021_100110.xes,0.0,1.0,0.16120194432169688,0.40,0.40,0.00,0.00,89.45,100.00,100.00,14.04,65.10,100.00,0.20833333333333334,0.4479166666666667,0.13541666666666666,0.20833333333333334,0.00
pdc2021_100110.xes,0.2,0.9666532990407458,0.3445038689121529,0.40,0.40,0.00,0.00,92.08,98.38,98.43,15.90,65.90,98.92,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.00
pdc2021_100110.xes,0.4,0.9130813566275131,0.630095238095238,0.80,0.80,0.00,0.00,93.40,94.99,95.75,39.63,67.29,96.30,0.35443037974683544,0.3670886075949367,0.0759493670886076,0.20253164556962025,0.00
pdc2021_100110.xes,0.6,0.8724331376836933,0.6365222448386159,0.40,0.40,0.00,0.00,90.85,85.95,88.91,43.24,70.25,89.84,0.36,0.3333333333333333,0.08,0.22666666666666666,0.00
pdc2021_100110.xes,0.8,0.8470843203489891,0.5691266516274573,0.40,0.40,0.00,0.00,89.92,86.00,88.60,45.45,74.41,94.78,0.30985915492957744,0.323943661971831,0.08450704225352113,0.28169014084507044,0.00
pdc2021_100110.xes,1.0,0.8015358426059664,0.28831928436263543,0.40,0.40,0.00,0.00,98.22,97.36,97.36,60.36,60.36,100.00,0.3333333333333333,0.47619047619047616,0.0,0.19047619047619047,0.00
pdc2021_110000.xes,0.0,1.0,0.08912452262469617,0.00,78.40,0.00,78.40,74.86,100.00,100.00,4.69,54.86,100.00,0.23333333333333334,0.5083333333333333,0.10833333333333334,0.15,0.00
pdc2021_110000.xes,0.2,0.976300251090099,0.12045332455334712,0.00,78.40,0.00,78.40,82.57,100.00,96.03,4.69,40.57,100.00,0.2713178294573643,0.40310077519379844,0.10852713178294573,0.21705426356589147,0.00
